LEAGUE,NAME,SEASON,UNIQUE ID,POS,AGE,#,TEAM,GP,EV P1/GP,PP P1/GP,P1/GP,EV G,EV A1,EV A2,EV P1,PP G,PP A1,PP A2,PP P1,SH G,SH A1,SH A2,SHOTS,SH%,TG,TP,TP/GP,EV%,Goals/P1,MISSING GF%,EV GF,EV GA,EV GF%,EV GF%Rel,OFF EV GF,OFF EV GA,eTOI/GP,P1/e60,DOB,BIRTH YEAR,HT,SHOOTS,Breakout Season,TSA,ShotAttempts/P1/e60
NCAAD1,Courtney Correia,2019,431786/courtney-correia,F,19,5,BU,37,0.2973,0.027,0.4054,8,3,3,11,0,1,0,1,0,0,0,70,11.43,8,15,0.4054,91.67,66.67,0,22,16,57.89,-11.77,62,27,14.36,1.355,3/12/2000,2000,5'06,L,FALSE,102,75.27675277
NCAAD1,Courtney Correia,2020,431786/courtney-correia,F,20,5,BU,36,0.3333,0,0.4722,8,4,5,12,0,0,0,0,0,0,0,54,14.81,8,17,0.4722,100,66.67,0,23,15,60.53,-7.08,48,23,15.42,1.2969,3/12/2000,2000,5'06,L,FALSE,102,78.64908628
NCAAD1,Sydney Hill,2019,458274/sydney-hill,F,0,18,DAR,22,0.0455,0.0455,0.2273,0,1,1,1,1,0,2,1,0,0,0,34,2.94,1,5,0.2273,50,50,0,4,14,22.22,-1.69,11,35,16.23,0.3362,,,5'05,R,FALSE,102,303.3908388
NCAAD1,Lauren Severson,2020,532878/lauren-severson,F,21,17,REN,34,0.1471,0.0588,0.2059,1,4,0,5,1,1,0,2,0,0,0,73,2.74,2,7,0.2059,71.43,28.57,0,7,42,14.29,3.17,7,56,21.44,0.5761,8/5/1999,1999,5'05,L,FALSE,102,177.052595
NCAAD1,Sydney Bard,2020,290321/sydney-bard,F,19,11,CLG,38,0.2105,0.1053,0.4211,2,6,3,8,1,3,0,4,0,1,0,51,5.88,3,16,0.4211,66.67,25,0,28,19,59.57,4.02,60,48,15.76,1.3023,1/15/2001,2001,5'03,R,FALSE,101,77.55509483
NCAAD1,Maureen Murphy,2020,372841/maureen-murphy,F,21,15,PRV,11,0.5455,0.1818,1,6,0,2,6,1,1,1,2,0,0,0,56,12.5,7,11,1,75,87.5,0,10,6,62.5,25,6,10,26.29,1.6597,12/15/1999,1999,5'04,R,FALSE,101,60.85437127
NCAAD1,Taylor Wente,2019,399389/taylor-wente,F,20,28,MIN,36,0.4722,0.1389,0.75,9,8,2,17,2,3,2,5,1,0,0,69,17.39,12,27,0.75,77.27,50,0,43,14,75.44,8.2,78,38,17.57,2.1821,4/1/1999,1999,5'08,R,TRUE,101,46.2856881
NCAAD1,Natasza Tarnowski,2019,495528/natasza-tarnowski,F,21,13,BU,37,0.2432,0.1081,0.4054,7,2,1,9,2,2,1,4,0,0,0,71,12.68,9,15,0.4054,69.23,69.23,0,21,17,55.26,-15.52,63,26,16.57,1.272,2/21/1998,1998,5'04,R,FALSE,101,79.40251572
NCAAD1,Mackenna Parker,2019,533769/mackenna-parker,F,19,11,BU,37,0.4324,0,0.5135,12,4,2,16,0,0,0,0,1,0,0,74,17.57,13,19,0.5135,100,75,0,38,11,77.55,18.58,46,32,16.5,1.6704,9/11/2000,2000,5'06,R,FALSE,101,60.46455939
NCAAD1,Brittyn Fleming,2020,553415/brittyn-fleming,F,21,19,MNS,37,0.2973,0.0541,0.4865,4,7,2,11,2,0,3,2,0,0,0,88,6.82,6,18,0.4865,84.62,46.15,0,20,34,37.04,-5.01,37,51,19.08,1.1051,5/24/1999,1999,5'07,L,FALSE,101,91.39444394
NCAAD1,Eve-Audrey Picard,2020,368731/eve-audrey-picard,F,24,26,VER,33,0.4848,0.0303,0.6364,4,12,3,16,1,0,1,1,0,0,0,75,6.67,5,21,0.6364,94.12,29.41,0,25,20,55.56,19.6,32,57,16.56,1.8666,2/16/1996,1996,5'05,L,FALSE,100,53.57334191
NCAAD1,Brooke Hubert,2021,638566/brooke-hubert,F,20,15,MNS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,7.07,0.01,11/17/2001,2001,5'10,R,FALSE,100,10000
NCAAD1,Alex Woken,2019,368913/alex-woken,F,21,20,MIN,39,0.3846,0.0256,0.4359,11,4,1,15,0,1,0,1,0,0,0,64,17.19,11,17,0.4359,93.75,68.75,0,34,14,70.83,0.25,96,40,14.14,1.7413,2/25/1998,1998,5'08,R,FALSE,100,57.42835812
NCAAD1,Megan Fergusson,2019,413387/megan-fergusson,F,20,28,MER,36,0.25,0.1667,0.6111,6,3,4,9,4,2,3,6,0,0,0,68,14.71,10,22,0.6111,60,66.67,0,20,13,60.61,10.61,48,48,16.02,1.5607,1/5/1999,1999,5'08,L,TRUE,100,64.07381303
NCAAD1,Brooke Jovanovich,2019,431704/brooke-jovanovich,F,20,17,HAR,32,0.2813,0.0938,0.4063,5,4,1,9,0,3,0,3,0,0,0,65,7.69,5,13,0.4063,75,41.67,0,17,19,47.22,-11.87,39,27,16.22,1.387,5/17/1999,1999,5'07,L,FALSE,100,72.09805335
NCAAD1,Loli Fidler,2019,520625/loli-fidler,F,19,12,PSU,34,0.2059,0.0882,0.3529,3,4,2,7,1,2,0,3,0,0,0,69,5.8,4,12,0.3529,70,40,0,13,7,65,17.86,33,37,14.44,1.2222,2/28/2000,2000,5'09,R,FALSE,100,81.81966945
NCAAD1,Naomi Rogge,2021,520826/naomi-rogge,F,22,9,MND,17,0.4118,0,0.6471,4,3,3,7,0,0,1,0,0,0,0,57,7.02,4,11,0.6471,100,57.14,,17,14,54.84,-20.84,28,9,20.75,1.1908,1/2/1999,1999,5'05,L,FALSE,100,83.97715821
NCAAD1,Gabby Billing,2020,521009/gabby-billing,F,21,16,DAR,29,0.3103,0.1034,0.5172,4,5,1,9,2,1,1,3,0,1,0,62,9.68,6,15,0.5172,75,50,0,13,29,30.95,-7.51,25,40,19.74,1.3625,10/18/1999,1999,5'03,R,FALSE,100,73.39449541
NCAAD1,Abby Schauer,2020,520097/abby-schauer,F,19,2,MRC,33,0.0606,0,0.0606,1,1,0,2,0,0,0,0,0,0,0,5,20,1,2,0.0606,100,50,0,2,2,50,-9.83,70,47,7.79,0.4671,,2001,5'08,R,FALSE,99,211.9460501
NCAAD1,Abby Schauer,2021,520097/abby-schauer,F,20,24,SYR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,9,9,8.34,0.01,-,2001,5'08,R,FALSE,99,9900
NCAAD1,Martha Peppes,2019,554397/martha-peppes,F,21,3,UNH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.07,0.01,9/1/1998,1998,5'01,R,FALSE,99,9900
NCAAD1,Mary Edmonds,2020,529503/mary-edmonds,F,19,13,HCR,33,0.1212,0.0303,0.2424,4,0,0,4,1,0,3,1,0,0,0,67,7.46,5,8,0.2424,80,100,0,8,29,21.62,-1.84,19,62,17.92,0.5073,,2001,5'05,-,FALSE,99,195.1507983
NCAAD1,Jennifer Costa,2020,553153/jennifer-costa,F,0,3,DAR,29,0.1724,0.0345,0.2414,4,1,0,5,0,1,1,1,0,0,0,61,6.56,4,7,0.2414,83.33,66.67,0,11,17,39.29,5.11,27,52,15.39,0.8067,,,5'08,L,FALSE,99,122.7222016
NCAAD1,Ruby McCall,2021,624519/ruby-mccall,F,19,3,SAC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,-12,3,22,8.04,0.01,-,2002,Unknown,R,FALSE,98,9800
NCAAD1,Ryan Little,2019,372863/ryan-little,F,22,20,BC,39,0.1282,0,0.2308,3,2,4,5,0,0,0,0,0,0,0,70,4.29,3,9,0.2308,100,60,0,19,13,59.38,-8.45,78,37,13.56,0.5673,3/27/1997,1997,5'07,L,FALSE,98,172.7481051
NCAAD1,Jade Mancini,2020,389873/jade-mancini,F,22,28,RIT,33,0.1818,0.0303,0.2121,4,2,0,6,1,0,0,1,0,0,0,78,6.41,5,7,0.2121,85.71,71.43,0,17,21,44.74,3.83,36,52,16.52,0.7703,2/14/1998,1998,5'08,L,FALSE,98,127.2231598
NCAAD1,Jordan Marchese,2020,406992/jordan-marchese,F,21,22,RIT,35,0.3143,0,0.4,6,5,3,11,0,0,0,0,0,0,0,67,8.96,6,14,0.4,100,54.55,0,18,26,40.91,-2.77,38,49,16.43,1.1477,9/18/1999,1999,5'05,L,FALSE,98,85.38816764
NCAAD1,Emily Pinto,2020,406995/emily-pinto,F,21,19,MRC,36,0.4444,0.0833,0.6389,5,11,4,16,2,1,0,3,0,0,0,67,10.45,7,23,0.6389,84.21,36.84,0,27,18,60,2.35,49,36,15.46,2.0479,10/12/1999,1999,5'03,L,TRUE,98,47.85389912
NCAAD1,Kaitlyn O'Donohoe,2020,444614/kaitlyn-o-donohoe,F,19,16,CLG,38,0.2632,0.0789,0.3421,6,4,0,10,2,1,0,3,0,0,0,62,12.9,8,13,0.3421,76.92,61.54,0,18,14,56.25,-0.66,70,53,13.75,1.4926,9/20/2001,2001,5'08,R,FALSE,98,65.6572424
NCAAD1,Kristina Shanahan,2019,458326/kristina-shanahan,F,21,7,VER,36,0.3056,0.0556,0.4722,5,6,3,11,2,0,1,2,0,0,0,62,11.29,7,17,0.4722,84.62,53.85,0,18,26,40.91,3.13,34,56,17.03,1.2722,,1998,5'04,R,FALSE,98,77.03191322
NCAAD1,Cierra Paisley,2020,496333/cierra-paisley,F,22,16,LIN,33,0.0909,0.0909,0.2424,3,0,2,3,1,2,0,3,0,0,0,60,6.67,4,8,0.2424,50,66.67,0,9,28,24.32,-10.4,25,47,19.19,0.5684,2/10/1998,1998,5'06,R,FALSE,98,172.4137931
NCAAD1,Rachel Goff,2020,532870/rachel-goff,F,19,15,RIT,35,0.1714,0.0857,0.4857,5,1,3,6,2,1,3,3,1,1,0,60,13.33,8,17,0.4857,66.67,77.78,0,12,23,34.29,-11.55,44,52,15.68,1.2026,5/17/2001,2001,5'01,R,FALSE,98,81.49010477
NCAAD1,Grace Heiting,2019,553431/grace-heiting,F,19,4,UNI,34,0.1765,0.0588,0.2941,3,3,0,6,2,0,1,2,0,1,0,62,8.06,5,10,0.2941,75,62.5,0,10,43,18.87,-4.02,19,64,19.79,0.8024,4/25/2000,2000,5'03,R,FALSE,98,122.1335992
NCAAD1,Courtney Kollman,2019,553441/courtney-kollman,F,19,14,RMU,36,0.1389,0,0.1389,0,5,0,5,0,0,0,0,0,0,0,63,0,0,5,0.1389,100,0,0,11,9,55,6.49,49,52,11.61,0.718,6/8/2000,2000,5'04,R,FALSE,98,136.4902507
NCAAD1,Nara Elia,2019,500710/nara-elia,F,20,27,BU,36,0.2778,0.1389,0.5,4,6,1,10,5,0,2,5,0,0,0,68,13.24,9,18,0.5,66.67,60,0,15,10,60,-5.98,64,33,14.92,1.676,2/3/1999,1999,5'07,R,FALSE,97,57.87589499
NCAAD1,Gabby Billing,2019,521009/gabby-billing,F,20,16,DAR,29,0.1724,0.0345,0.3103,1,4,0,5,0,1,0,1,2,1,0,52,5.77,3,9,0.3103,83.33,16.67,0,7,23,23.33,-4.54,17,44,17.02,1.0943,10/18/1999,1999,5'03,R,FALSE,97,88.64114046
NCAAD1,Madison Oelkers,2020,521024/madison-oelkers,F,21,13,MNS,35,0.1429,0,0.2,3,2,2,5,0,0,0,0,0,0,0,72,4.17,3,7,0.2,100,60,0,12,21,36.36,-4.98,43,61,14.21,0.603,3/9/1999,1999,5'05,L,FALSE,97,160.8623549
NCAAD1,Sadie Peart,2020,521097/sadie-peart,F,20,23,QUI,37,0.3514,0.1081,0.6486,8,5,7,13,4,0,0,4,0,0,0,78,15.38,12,24,0.6486,76.47,70.59,0,29,13,69.05,11.9,56,42,16.49,1.6713,9/18/2000,2000,5'07,R,FALSE,97,58.03865255
NCAAD1,Hannah Alt,2020,532875/hannah-alt,F,21,19,LIN,32,0.0625,0.0313,0.0938,2,0,0,2,1,0,0,1,0,0,0,63,4.76,3,3,0.0938,66.67,100,0,5,19,20.83,-9.4,26,60,14.06,0.4,8/17/1999,1999,5'03,R,FALSE,97,242.5
NCAAD1,Kristina Schuler,2020,553168/kristina-schuler,F,21,14,BU,36,0.3333,0.0556,0.5833,6,6,6,12,1,1,0,2,1,0,0,69,11.59,8,21,0.5833,85.71,50,0,24,10,70.59,7.92,47,28,15.61,1.6019,5/15/1999,1999,5'05,R,FALSE,97,60.5530932
NCAAD1,Lauren Martin,2020,406497/lauren-martin,F,20,10,UNH,37,0.2973,0.0811,0.4595,4,7,2,11,2,1,1,3,0,0,0,66,9.09,6,17,0.4595,78.57,42.86,0,20,13,60.61,13.17,37,41,16.1,1.4098,2/24/2000,2000,5'07,L,TRUE,96,68.09476521
NCAAD1,Leah Herrfort,2020,475890/leah-herrfort,F,19,14,UNI,31,0.2258,0.0968,0.4194,4,3,2,7,1,2,1,3,0,0,0,59,8.47,5,13,0.4194,70,50,0,14,23,37.84,11.45,19,53,17.12,1.1307,7/21/2001,2001,5'07,L,FALSE,96,84.90315734
NCAAD1,Eleri MacKay,2020,554011/eleri-mackay,F,20,14,CLG,38,0.2368,0.1316,0.4474,5,4,2,9,2,3,1,5,0,0,0,65,10.77,7,17,0.4474,64.29,50,0,16,15,51.61,-6.45,72,52,13.82,1.5997,6/18/2000,2000,5'06,L,FALSE,96,60.01125211
NCAAD1,Sara Hjalmarsson,2021,366158/sara-hjalmarsson,F,23,19,PRV,20,0.3,0.2,0.85,3,3,4,6,2,2,1,4,0,2,0,67,7.46,5,17,0.85,60,50,,16,8,66.67,23.81,18,24,21.84,1.6481,2/8/1998,1998,5'09,L,FALSE,95,57.64213337
NCAAD1,Mikayla Capelle,2019,402440/mikayla-capelle,F,19,26,REN,37,0.027,0.0541,0.1892,0,1,0,1,1,1,3,2,0,1,0,42,2.38,1,7,0.1892,33.33,33.33,0,3,22,12,-28.96,34,49,15.76,0.4115,3/7/2000,2000,5'05,L,FALSE,95,230.8626974
NCAAD1,Jada Christian,2020,406452/jada-christian,F,19,16,UNH,36,0.25,0.0833,0.3333,6,3,0,9,3,0,0,3,0,0,0,62,14.52,9,12,0.3333,75,75,0,16,14,53.33,4,37,38,15.04,1.3298,2/3/2001,2001,5'05,R,FALSE,95,71.43931418
NCAAD1,Annie MacDonald,2019,431705/annie-macdonald,F,21,12,PRN,33,0.2424,0.1212,0.4848,3,5,2,8,2,2,2,4,0,0,0,57,8.77,5,16,0.4848,66.67,41.67,0,16,20,44.44,-24.03,63,29,14.85,1.4688,9/10/1998,1998,5'04,L,FALSE,95,64.67864924
NCAAD1,Anonda Hoppner,2020,431727/anonda-hoppner,F,22,20,SYR,34,0.2059,0.0588,0.3235,3,4,1,7,2,0,1,2,0,0,0,59,8.47,5,11,0.3235,77.78,55.56,0,19,15,55.88,5.88,54,54,14.11,1.1257,4/18/1998,1998,5'10,L,FALSE,95,84.39193391
NCAAD1,Madison Oelkers,2019,521024/madison-oelkers,F,20,8,MNS,35,0.1714,0,0.2571,3,3,3,6,0,0,0,0,0,0,0,56,5.36,3,9,0.2571,100,50,0,12,16,42.86,2.86,38,57,13.39,0.7681,3/9/1999,1999,5'05,L,FALSE,95,123.6818123
NCAAD1,Jamie Nelson,2021,548001/jamie-nelson,F,19,18,MNS,18,0.5556,0.1111,0.8333,7,3,2,10,1,1,1,2,0,0,0,57,14.04,8,15,0.8333,83.33,66.67,,14,11,56,29.33,12,33,18.38,2.1768,6/13/2002,2002,5'08,L,FALSE,95,43.64204337
NCAAD1,Brittany Colton,2020,366327/brittany-colton,F,23,16,MNE,34,0.3235,0.0882,0.4412,3,8,1,11,1,2,0,3,0,0,0,64,6.25,4,15,0.4412,78.57,28.57,0,19,16,54.29,4.97,36,37,16.23,1.5223,12/26/1997,1997,5'06,-,TRUE,94,61.74866978
NCAAD1,Anne Bloomer,2020,367269/anne-bloomer,F,20,3,HAR,33,0.5152,0.0606,0.697,13,4,3,17,1,1,0,2,1,0,0,66,22.73,15,23,0.697,89.47,73.68,0,26,21,55.32,4.21,46,44,17.79,2.0445,7/20/2000,2000,5'06,R,TRUE,94,45.97701149
NCAAD1,Clair DeGeorge,2021,372835/clair-degeorge,F,22,26,BMJ,20,0.45,0,0.6,4,5,2,9,0,0,0,0,1,0,0,59,8.47,5,12,0.6,100,44.44,,12,33,26.67,-0.16,11,30,25.16,1.1926,6/7/1999,1999,5'10,L,FALSE,94,78.81938621
NCAAD1,Helen Markovic,2019,413421/helen-markovic,F,20,15,UNI,34,0.0588,0.0294,0.1765,1,1,1,2,1,0,2,1,0,0,0,44,4.55,2,6,0.1765,66.67,66.67,0,8,28,22.22,1.22,21,79,14.74,0.3592,2/2/1999,1999,5'05,L,FALSE,94,261.6926503
NCAAD1,Tia Stoddard,2019,488341/tia-stoddard,F,21,9,CLK,40,0.15,0.025,0.25,3,3,3,6,0,1,0,1,0,0,0,46,6.52,3,10,0.25,85.71,42.86,0,16,12,57.14,-14.92,98,38,12.04,0.8719,6/9/1998,1998,5'01,L,FALSE,94,107.8105287
NCAAD1,Tia Stoddard,2020,488341/tia-stoddard,F,22,9,CLK,37,0.1351,0,0.2432,4,1,2,5,0,0,2,0,0,0,0,60,6.67,4,9,0.2432,100,80,0,10,9,52.63,-19.37,72,28,11.73,0.6909,6/9/1998,1998,5'01,L,FALSE,94,136.0544218
NCAAD1,Hannah Bilka,2021,500715/hannah-bilka,F,20,19,BC,17,0.5294,0.1176,0.8824,4,5,2,9,1,1,0,2,2,0,0,72,9.72,7,15,0.8824,81.82,45.45,,14,3,82.35,28.35,27,23,17.61,2.605,3/24/2001,2001,5'05,L,FALSE,94,36.08445298
NCAAD1,Liliane Perreault,2020,532872/liliane-perreault,F,20,34,MRC,36,0.1389,0,0.1944,3,2,2,5,0,0,0,0,0,0,0,58,5.17,3,7,0.1944,100,60,0,15,8,65.22,8.21,61,46,11.85,0.7033,,2000,5'07,R,FALSE,94,133.6556235
NCAAD1,Keely Moy,2020,553159/keely-moy,F,0,21,HAR,32,0.4375,0.125,0.6875,6,8,3,14,3,1,1,4,0,0,0,81,11.11,9,22,0.6875,77.78,50,0,26,20,56.52,7.66,43,45,17.24,1.9572,,,5'09,R,TRUE,94,48.02779481
NCAAD1,Briana Colangelo,2019,409891/briana-colangelo,F,21,61,CON,36,0.3333,0.1389,0.6944,4,8,6,12,3,2,2,5,0,0,0,59,11.86,7,25,0.6944,70.59,41.18,0,23,25,47.92,6.61,38,54,17.89,1.5837,5/30/1998,1998,5'08,L,FALSE,93,58.72324304
NCAAD1,Victoria Klimek,2021,431688/victoria-klimek,F,22,27,SYR,22,0.3636,0.1818,0.6364,5,3,2,8,2,2,0,4,0,0,0,75,9.33,7,14,0.6364,66.67,58.33,,20,10,66.67,10.9,29,23,18.92,1.7296,8/27/1999,1999,5'08,R,FALSE,93,53.76965772
NCAAD1,Brooke Jovanovich,2020,431704/brooke-jovanovich,F,21,17,HAR,33,0.2727,0.0606,0.5455,3,6,5,9,0,2,1,2,1,0,0,56,7.14,4,18,0.5455,81.82,27.27,0,23,26,46.94,-8.74,49,39,16.99,1.2841,5/17/1999,1999,5'07,L,FALSE,93,72.42426602
NCAAD1,Sara McClanahan,2020,520727/sara-mcclanahan,F,20,10,DAR,28,0.1071,0.1429,0.2857,2,1,0,3,1,3,1,4,0,0,0,52,5.77,3,8,0.2857,42.86,42.86,0,6,20,23.08,-17.18,31,46,15.99,0.9382,1/20/2000,2000,5'06,L,FALSE,93,99.12598593
NCAAD1,Gabby Rosenthal,2021,520788/gabby-rosenthal,F,22,15,OSU,18,0.3889,0,0.5,3,4,2,7,0,0,0,0,0,0,0,57,5.26,3,9,0.5,100,42.86,,16,14,53.33,-5.49,30,21,19.38,1.2037,-,1999,5'07,-,FALSE,93,77.26177619
NCAAD1,Anjelica Diffendal,2021,554167/anjelica-diffendal,F,23,24,RMU,24,0.4167,0,0.4583,8,2,1,10,0,0,0,0,0,0,0,60,13.33,8,11,0.4583,100,80,,15,9,62.5,-1.91,38,21,14.75,1.6952,12/3/1998,1998,6'00,R,FALSE,93,54.86078339
NCAAD1,Mia Brown,2020,627463/mia-brown,F,20,15,NOE,38,0.3947,0.0789,0.7368,10,5,5,15,1,2,4,3,0,1,0,70,15.71,11,28,0.7368,83.33,61.11,0,27,4,87.1,4.95,92,20,15.54,1.9309,,2000,5'09,R,TRUE,93,48.16406857
NCAAD1,Michelle Robillard,2019,496339/michelle-robillard,F,21,16,MRC,34,0.2353,0.0294,0.3529,4,4,2,8,0,1,1,1,0,0,0,33,12.12,4,12,0.3529,88.89,44.44,0,14,11,56,11.45,45,56,12.28,1.2938,11/6/1998,1998,5'07,L,TRUE,92,71.10836296
NCAAD1,Michelle Robillard,2020,496339/michelle-robillard,F,22,16,MRC,36,0.4444,0.1389,0.6667,9,7,0,16,5,0,2,5,1,0,0,106,14.15,15,24,0.6667,76.19,66.67,0,21,11,65.63,9.5,55,43,15.87,2.31,11/6/1998,1998,5'07,L,TRUE,92,39.82683983
NCAAD1,Michelle Weis,2019,220124/michelle-weis,F,22,19,MNE,28,0.3214,0.0357,0.3929,4,5,1,9,0,1,0,1,0,0,0,57,7.02,4,11,0.3929,90,40,0,18,13,58.06,3.72,25,21,18.35,1.1678,4/10/1997,1997,5'07,L,FALSE,92,78.78061312
NCAAD1,Peyton Anderson,2020,290484/peyton-anderson,F,19,91,NOE,38,0.3684,0.0263,0.4737,8,6,3,14,0,1,0,1,0,0,0,71,11.27,8,18,0.4737,93.33,53.33,0,20,3,86.96,4.46,99,21,12.1,1.9581,4/18/2001,2001,5'05,L,FALSE,92,46.98432154
NCAAD1,Brittany Colton,2019,366327/brittany-colton,F,22,16,MNE,34,0.1471,0,0.2059,5,0,2,5,0,0,0,0,0,0,0,59,8.47,5,7,0.2059,100,100,0,13,16,44.83,-20.6,53,28,13.86,0.6368,12/26/1997,1997,5'06,-,TRUE,92,144.4723618
NCAAD1,Brooke Bonsteel,2019,406988/brooke-bonsteel,F,20,28,QUI,36,0.2222,0.0278,0.3056,3,5,1,8,0,1,1,1,0,0,0,59,5.08,3,11,0.3056,88.89,33.33,0,14,13,51.85,1.85,45,45,13.96,1.0744,4/12/1999,1999,5'10,L,FALSE,92,85.62918838
NCAAD1,Megan Korzack,2021,431676/megan-korzack,F,22,12,MRC,18,0.3333,0.0556,0.5556,2,4,1,6,1,0,1,1,1,0,0,50,8,4,10,0.5556,85.71,42.86,,14,10,58.33,0.19,25,18,18.71,1.4249,2/16/1999,1999,5'02,L,FALSE,92,64.56593445
NCAAD1,Maggie Knott,2019,431723/maggie-knott,F,21,4,MRC,34,0.3529,0.1176,0.6471,2,10,3,12,3,1,3,4,0,0,0,59,8.47,5,22,0.6471,75,31.25,0,21,20,51.22,6.51,38,47,16.46,1.7157,3/14/1998,1998,5'11,L,FALSE,92,53.62242816
NCAAD1,Christina Rombaut,2019,496109/christina-rombaut,F,0,7,DAR,29,0.2414,0.1034,0.4138,3,4,0,7,1,2,2,3,0,0,0,47,8.51,4,12,0.4138,70,40,0,10,24,29.41,4.85,14,43,18.89,1.0954,,,5'06,R,FALSE,92,83.98758444
NCAAD1,Olivia Cvar,2021,553724/olivia-cvar,F,20,91,STC,18,0.1111,0.0556,0.2778,0,2,1,2,1,0,1,1,0,0,0,40,2.5,1,5,0.2778,66.67,33.33,,6,17,26.09,-5.29,16,35,18.02,0.5549,2/23/2001,2001,5'08,L,FALSE,92,165.7956389
NCAAD1,Bradley Fusco,2019,397402/bradley-fusco,F,0,9,HAR,32,0.1563,0,0.1563,2,3,0,5,0,0,0,0,0,0,0,53,3.77,2,5,0.1563,100,40,0,9,9,50,-5.95,47,37,12.28,0.7635,,,5'03,L,FALSE,91,119.1879502
NCAAD1,Taylor Wente,2020,399389/taylor-wente,F,21,28,MIN,33,0.1515,0.0606,0.4545,2,3,5,5,2,0,3,2,0,0,0,56,7.14,4,15,0.4545,71.43,57.14,0,24,10,70.59,-0.84,85,34,14.96,0.851,4/1/1999,1999,5'08,R,FALSE,91,106.93302
NCAAD1,Deziray De Sousa,2020,495517/deziray-de-sousa,F,22,8,BU,36,0.4167,0.0278,0.5556,8,7,3,15,0,1,1,1,0,0,0,61,13.11,8,20,0.5556,93.75,50,0,25,6,80.65,21.67,46,32,15.11,1.7643,2/22/1998,1998,5'08,L,TRUE,91,51.57852973
NCAAD1,Britta Curl,2021,519579/britta-curl,F,21,17,WIS,18,0.5,0.1667,0.8333,5,4,3,9,2,1,0,3,0,0,0,43,16.28,7,15,0.8333,75,58.33,,17,3,85,19.85,43,23,15.87,2.5201,3/20/2000,2000,5'08,L,FALSE,91,36.10967819
NCAAD1,Darby Melia,2020,552137/darby-melia,F,22,10,BRN,29,0.1724,0,0.1724,4,1,0,5,0,0,0,0,0,0,0,57,7.02,4,5,0.1724,100,80,0,10,25,28.57,11.69,13,64,16.66,0.6209,8/3/1998,1998,5'06,R,FALSE,91,146.5614431
NCAAD1,Leah Marino,2021,553726/leah-marino,F,21,12,RMU,24,0.0417,0,0.1667,1,0,3,1,0,0,0,0,0,0,0,61,1.64,1,4,0.1667,100,100,,9,10,47.37,-21.38,44,20,13.37,0.187,-,2000,5'09,L,FALSE,91,486.631016
NCAAD1,Megan Bouveur,2020,610230/megan-bouveur,F,19,16,LIU,32,0.375,0.0938,0.6563,7,5,5,12,2,1,1,3,0,0,0,64,14.06,9,21,0.6563,80,60,0,30,32,48.39,-1.61,48,48,19.2,1.465,11/14/2001,2001,5'07,R,FALSE,91,62.11604096
NCAAD1,Emma Gentry,2021,627823/emma-gentry,F,19,20,STC,16,0.3125,0.0625,0.4375,5,0,1,5,1,0,0,1,0,0,0,47,12.77,6,7,0.4375,83.33,100,,8,16,33.33,1.52,14,30,18.64,1.2072,10/23/2002,2002,5'10,L,FALSE,91,75.38104705
NCAAD1,Brittany Gout,2019,389585/brittany-gout,F,20,9,RIT,34,0.2941,0.1765,0.5294,4,6,1,10,2,4,1,6,0,0,0,90,6.67,6,18,0.5294,62.5,37.5,0,23,17,57.5,16.52,25,36,21.87,1.2911,4/4/1999,1999,5'03,R,FALSE,90,69.70800093
NCAAD1,Brittany Gout,2020,389585/brittany-gout,F,21,20,STL,32,0.2188,0.0313,0.3438,3,4,2,7,1,0,1,1,0,0,0,59,6.78,4,11,0.3438,87.5,50,0,14,18,43.75,-1.82,36,43,15.35,0.9774,4/4/1999,1999,5'03,R,FALSE,90,92.08103131
NCAAD1,Brittany Gout,2021,389585/brittany-gout,F,22,9,STL,13,0,0.1538,0.3077,0,0,2,0,1,1,0,2,0,0,0,18,5.56,1,4,0.3077,0,50,,4,6,40,-5.71,16,19,16.67,0.5536,4/4/1999,1999,5'03,R,FALSE,90,162.5722543
NCAAD1,Ryleigh Houston,2020,368748/ryleigh-houston,F,22,28,MND,36,0.1667,0.0278,0.3889,3,3,4,6,1,0,2,1,1,0,0,71,7.04,5,14,0.3889,85.71,57.14,0,15,22,40.54,-21,64,40,15.47,0.8618,9/14/1998,1998,5'04,R,FALSE,90,104.432583
NCAAD1,Cailey Hutchison,2019,399473/cailey-hutchison,F,22,13,MNE,32,0.2813,0.0313,0.3125,4,5,0,9,1,0,0,1,0,0,0,60,8.33,5,10,0.3125,90,50,0,10,9,52.63,-9,53,33,14.04,1.3355,2/11/1997,1997,5'04,-,TRUE,90,67.39049045
NCAAD1,Hunter Barnett,2019,406513/hunter-barnett,F,19,19,RIT,35,0.1714,0.0857,0.3143,5,1,2,6,3,0,0,3,0,0,0,56,14.29,8,11,0.3143,66.67,88.89,0,13,15,46.43,-0.94,36,40,14.98,1.03,8/6/2000,2000,5'06,L,FALSE,90,87.37864078
